case_number,year,month,day,country,activity,species,type,people_involved,sex,fatal
2012.03.01,2012.0,3.0,1.0,OTH,Fishing_Activity,Unknown,Provoked,I,M,N
2012.02.26,2012.0,2.0,26.0,USA,Board_Activity,Spinner,Provoked,I,M,N
2012.02.25,2012.0,2.0,25.0,AUS,Fishing_Activity,Sand_Tiger,Unprovoked,I,M,N
2012.02.20,2012.0,2.0,20.0,ZAF,Fishing_Activity,Great_White,Boating,I,M,N
2012.02.06,2012.0,2.0,6.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2012.01.27,2012.0,1.0,27.0,USA,Snorkeling_Activity,Unknown,Unprovoked,I,M,N
2012.01.19,2012.0,1.0,19.0,AUS,Snorkeling_Activity,Tiger,Unprovoked,I,M,N
2012.01.22.R,2012.0,1.0,22.0,BHS,Filming_Activity,Tiger,Unprovoked,I,M,N
2012.01.18.b,2012.0,1.0,18.0,OTH,Fishing_Activity,Great_Blue,Provoked,I,M,N
2012.01.18.a,2012.0,1.0,18.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,N
2012.01.15,2012.0,1.0,15.0,ZAF,Swimming_Activity,Bull,Unprovoked,I,M,Y
2012.01.13,2012.0,1.0,13.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
2012.01.03,2012.0,1.0,3.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2012.01.02,2012.0,1.0,2.0,AUS,Spearfishing_Activity,Tiger,Unprovoked,I,M,N
2011.12.31,2011.0,12.0,31.0,USA,Unknown_Activity,Unknown,Unprovoked,I,M,N
2011.12.25,2011.0,12.0,25.0,OTH,Board_Activity,Unknown,Unprovoked,I,M,N
2011.12.23,2011.0,12.0,23.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.12.21.b,2011.0,12.0,21.0,USA,Paddle_Boat_Activity,Unknown,Provoked,I,M,N
2011.12.21.a,2011.0,12.0,21.0,ZAF,Paddle_Boat_Activity,Unknown,Boating,I,M,N
2011.12.11,2011.0,12.0,11.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,N
2011.12.07.a,2011.0,12.0,7.0,AUS,Board_Activity,Unspecified_Wobbegong,Unprovoked,I,M,N
2011.12.06,2011.0,12.0,6.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
2011.12.02,2011.0,12.0,2.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2011.11.29,2011.0,11.0,29.0,IDN,Board_Activity,Unknown,Unprovoked,I,M,N
2011.11.28,2011.0,11.0,28.0,AUS,Swimming_Activity,Unspecified_Wobbegong,Unprovoked,I,M,N
2011.11.22,2011.0,11.0,22.0,USA,Paddle_Boat_Activity,Great_White,Boating,I,M,N
2011.11.20.R,2011.0,11.0,20.0,PNG,Scuba_Diving_Activity,Unknown,Unprovoked,I,M,N
2011.11.12,2011.0,11.0,12.0,OTH,Board_Activity,Unknown,Unprovoked,I,M,N
2011.11.11,2011.0,11.0,11.0,REU,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
2011.10.29.,2011.0,10.0,29.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
2011.10.28.R,2011.0,10.0,28.0,OTH,Board_Activity,Unknown,Unprovoked,I,M,N
2011.10.28.,2011.0,10.0,28.0,ZAF,Free_Diving_Activity,Sand_Tiger,Provoked,U,U,N
2011.10.22,2011.0,10.0,22.0,AUS,Free_Diving_Activity,Great_White,Unprovoked,I,M,Y
2011.10.20,2011.0,10.0,20.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
2011.10.19,2011.0,10.0,19.0,AUS,Free_Diving_Activity,Port_Jackson,Unprovoked,I,M,N
2011.10.11,2011.0,10.0,11.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
2011.10.10,2011.0,10.0,10.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.10.09,2011.0,10.0,9.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
2011.10.05,2011.0,10.0,5.0,REU,Paddle_Boat_Activity,Unknown,Boating,I,M,N
2011.10.02,2011.0,10.0,2.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
2011.10.01,2011.0,10.0,1.0,USA,Unknown_Activity,Unknown,Unprovoked,I,M,N
2011.09.28.b,2011.0,9.0,28.0,OTH,Fishing_Activity,Unknown,Provoked,I,M,N
2011.09.28.a,2011.0,9.0,28.0,ZAF,Swimming_Activity,Great_White,Unprovoked,I,M,N
2011.09.24.b,2011.0,9.0,24.0,USA,Spearfishing_Activity,Bull,Unprovoked,I,M,N
2011.09.24.a,2011.0,9.0,24.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
2011.09.20,2011.0,9.0,20.0,USA,Paddle_Boat_Activity,Unknown,Boating,I,M,N
2011.09.19,2011.0,9.0,19.0,REU,Board_Activity,Unknown,Unprovoked,I,M,Y
2011.09.17,2011.0,9.0,17.0,OTH,Swimming_Activity,Unknown,Unprovoked,U,U,Y
2011.09.16,2011.0,9.0,16.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.09.11.b,2011.0,9.0,11.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
2011.09.11.a,2011.0,9.0,11.0,PNG,Board_Activity,Tiger,Unprovoked,I,M,N
2011.09.04.b,2011.0,9.0,4.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.09.04.a,2011.0,9.0,4.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,Y
2011.09.02,2011.0,9.0,2.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.08.31,2011.0,8.0,31.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.08.28.a,2011.0,8.0,28.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
2011.08.26,2011.0,8.0,26.0,OTH,Wading_Activity,Unknown,Unprovoked,I,M,N
2011.08.24.b,2011.0,8.0,24.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.08.24.a,2011.0,8.0,24.0,USA,Unknown_Activity,Unknown,Unprovoked,I,M,N
2011.08.23,2011.0,8.0,23.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,Y
2011.08.18,2011.0,8.0,18.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,N
2011.08.17.c.,2011.0,8.0,17.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
2011.08.17.a,2011.0,8.0,17.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,N
2011.08.16.c,2011.0,8.0,16.0,PYF,Board_Activity,Grey_Reef,Unprovoked,I,M,N
2011.08.16.b,2011.0,8.0,16.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,N
2011.08.16.a,2011.0,8.0,16.0,OTH,Snorkeling_Activity,Bull,Unprovoked,I,M,Y
2011.08.11,2011.0,8.0,11.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
2011.08.01,2011.0,8.0,1.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,Y
2011.07.30,2011.0,7.0,30.0,PHL,Sea_Disaster,Unknown,Sea Disaster,I,M,N
2011.07.25,2011.0,7.0,25.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
2011.07.22,2011.0,7.0,22.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
2011.07.19,2011.0,7.0,19.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
2011.07.15,2011.0,7.0,15.0,REU,Paddle_Boat_Activity,Unknown,Boating,I,M,N
2011.07.13.b,2011.0,7.0,13.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
2011.07.13.a,2011.0,7.0,13.0,BHS,Scuba_Diving_Activity,Unknown,Unprovoked,I,M,N
2011.07.07.b,2011.0,7.0,7.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
2011.07.07.a,2011.0,7.0,7.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
2011.07.06,2011.0,7.0,6.0,REU,Board_Activity,Unknown,Unprovoked,I,M,N
2011.07.05,2011.0,7.0,5.0,OTH,Paddle_Boat_Activity,Unknown,Unprovoked,I,M,N
2011.06.30,2011.0,6.0,30.0,OTH,Snorkeling_Activity,Unknown,Unprovoked,I,M,N
2011.06.29,2011.0,6.0,29.0,OTH,Board_Activity,Unknown,Unprovoked,I,M,N
2011.06.28,2011.0,6.0,28.0,ZAF,Scuba_Diving_Activity,Bull,Unprovoked,I,M,N
2011.06.26,2011.0,6.0,26.0,USA,Wading_Activity,Bull,Unprovoked,I,F,N
2011.06.24,2011.0,6.0,24.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
2011.06.21,2011.0,6.0,21.0,USA,Ski_Activity,Unknown,Unprovoked,I,M,N
2011.06.19.b,2011.0,6.0,19.0,OTH,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
2011.06.19.a,2011.0,6.0,19.0,OTH,Board_Activity,Unknown,Unprovoked,I,M,Y
2011.06.15,2011.0,6.0,15.0,REU,Board_Activity,Unknown,Unprovoked,I,M,Y
2011.06.14.R,2011.0,6.0,14.0,OTH,Fishing_Activity,Oceanic_Whitetip,Boating,I,M,N
2011.06.12,2011.0,6.0,12.0,USA,Scuba_Diving_Activity,Oceanic_Blacktip,Unprovoked,I,M,N
2011.06.06.R,2011.0,6.0,6.0,OTH,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
2011.06.06.b,2011.0,6.0,6.0,USA,Spearfishing_Activity,Broad_Nose_Seven_Gill,Unprovoked,I,M,N
2011.06.06.a,2011.0,6.0,6.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
2011.06.01,2011.0,6.0,1.0,OTH,Snorkeling_Activity,Blacktip_Reef,Unprovoked,I,U,N
2011.05.30,2011.0,5.0,30.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
2011.05.29,2011.0,5.0,29.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
2011.05.25,2011.0,5.0,25.0,USA,Board_Activity,Tiger,Unprovoked,I,F,N
2011.05.22,2011.0,5.0,22.0,USA,Board_Activity,Tiger,Unprovoked,I,F,N
2011.05.21.b,2011.0,5.0,21.0,ZAF,Spearfishing_Activity,Bull,Unprovoked,I,M,Y
2011.05.13.b,2011.0,5.0,13.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.05.21.a,2011.0,5.0,21.0,NCL,Board_Activity,Tiger,Unprovoked,I,M,Y
2011.05.13.a,2011.0,5.0,13.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.05.10,2011.0,5.0,10.0,USA,Fishing_Activity,Sandbar,Provoked,I,M,N
2011.05.04,2011.0,5.0,4.0,ZAF,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
2011.04.26,2011.0,4.0,26.0,USA,Spearfishing_Activity,Bull,Unprovoked,I,M,N
2011.04.23,2011.0,4.0,23.0,AUS,Wading_Activity,Unspecified_Reef,Unprovoked,I,M,N
2011.04.22,2011.0,4.0,22.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2011.04.16,2011.0,4.0,16.0,NZL,Board_Activity,Unknown,Unprovoked,I,M,N
2011.04.12,2011.0,4.0,12.0,IDN,Board_Activity,Bull,Unprovoked,I,M,N
2011.04.08,2011.0,4.0,8.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
2011.03.29.R,2011.0,3.0,29.0,USA,Wading_Activity,Oceanic_Blacktip,Provoked,I,M,N
2011.03.24,2011.0,3.0,24.0,MEX,Swimming_Activity,Bull,Unprovoked,I,F,N
2011.03.23,2011.0,3.0,23.0,AUS,Board_Activity,Bull,Unprovoked,I,M,N
2011.03.21.b,2011.0,3.0,21.0,MEX,Swimming_Activity,Unknown,Unprovoked,I,M,N
2011.03.21.a,2011.0,3.0,21.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
2011.03.16,2011.0,3.0,16.0,AUS,Board_Activity,Unknown,Unprovoked,I,F,N
2011.03.10,2011.0,3.0,10.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2011.02.28.R,2011.0,2.0,28.0,AUS,Fishing_Activity,Bull,Provoked,I,M,N
2011.02.23,2011.0,2.0,23.0,NCL,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
2011.02.19,2011.0,2.0,19.0,REU,Board_Activity,Unknown,Unprovoked,I,M,N
2011.02.17,2011.0,2.0,17.0,AUS,Shellfish_Hunting_Activity,Great_White,Unprovoked,I,M,Y
2011.02.13,2011.0,2.0,13.0,AUS,Fishing_Activity,Unknown,Provoked,I,M,N
2011.02.12,2011.0,2.0,12.0,AUS,Snorkeling_Activity,Unknown,Unprovoked,I,M,N
2011.02.04.R,2011.0,2.0,4.0,MEX,Shark_Hunting_Activity,Unknown,Provoked,I,M,N
2011.02.02,2011.0,2.0,2.0,ZAF,Fishing_Activity,Unknown,Unprovoked,I,M,N
2011.01.31,2011.0,1.0,31.0,MEX,Swimming_Activity,Unknown,Unprovoked,I,F,N
2011.01.28,2011.0,1.0,28.0,MEX,Shark_Hunting_Activity,Unknown,Provoked,I,M,N
2011.01.26,2011.0,1.0,26.0,BHS,Scuba_Diving_Activity,Caribbean_Reef,Unprovoked,I,M,N
2011.01.15,2011.0,1.0,15.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,Y
2011.01.12.R,2011.0,1.0,12.0,MEX,Boat_Craft_Activity,Unknown,Unprovoked,I,M,N
2011.01.03,2011.0,1.0,3.0,AUS,Fishing_Activity,Great_White,Boating,I,M,N
2010.12.26,2010.0,12.0,26.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.12.17,2010.0,12.0,17.0,OTH,Board_Activity,Unknown,Unprovoked,I,M,N
2010.12.11,2010.0,12.0,11.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.12.05,2010.0,12.0,5.0,EGY,Snorkeling_Activity,Oceanic_Whitetip,Unprovoked,I,F,Y
2010.12.03.R,2010.0,12.0,3.0,IDN,Board_Activity,Unknown,Unprovoked,I,M,N
2010.12.01.b,2010.0,12.0,1.0,EGY,Snorkeling_Activity,Unspecified_Mako,Unprovoked,I,M,N
2010.12.01.a,2010.0,12.0,1.0,EGY,Snorkeling_Activity,Unspecified_Mako,Unprovoked,I,M,N
2010.11.30.b,2010.0,11.0,30.0,EGY,Snorkeling_Activity,Oceanic_Whitetip,Unprovoked,I,F,N
2010.11.30.a,2010.0,11.0,30.0,EGY,Snorkeling_Activity,Oceanic_Whitetip,Unprovoked,I,F,N
2010.11.27.R,2010.0,11.0,27.0,OTH,Fishing_Activity,Unknown,Unprovoked,I,M,N
2010.11.19,2010.0,11.0,19.0,USA,Snorkeling_Activity,Unknown,Provoked,I,M,N
2010.11.15,2010.0,11.0,15.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,Y
2010.11.14,2010.0,11.0,14.0,IDN,Board_Activity,Unknown,Unprovoked,I,M,N
2010.11.12.R,2010.0,11.0,12.0,AUS,Fishing_Activity,Great_White,Boating,I,M,N
2010.10.30,2010.0,10.0,30.0,AUS,Snorkeling_Activity,Great_White,Unprovoked,I,F,N
2010.10.28.R,2010.0,10.0,28.0,AUS,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
2010.10.28,2010.0,10.0,28.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.10.25,2010.0,10.0,25.0,OTH,Fishing_Activity,Unknown,Provoked,I,M,N
2010.10.23.b,2010.0,10.0,23.0,USA,Scuba_Diving_Activity,Porbeagle,Unprovoked,I,M,N
2010.10.23.a,2010.0,10.0,23.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2010.10.22,2010.0,10.0,22.0,USA,Board_Activity,Great_White,Unprovoked,I,M,Y
2010.10.20,2010.0,10.0,20.0,EGY,Snorkeling_Activity,Unknown,Unprovoked,I,F,N
2010.10.09,2010.0,10.0,9.0,AUS,Board_Activity,Bull,Unprovoked,I,M,N
2010.10.02.b,2010.0,10.0,2.0,BHS,Snorkeling_Activity,Lemon,Unprovoked,I,M,N
2010.10.02.a,2010.0,10.0,2.0,BHS,Board_Activity,Unknown,Unprovoked,I,F,N
2010.10.01,2010.0,10.0,1.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
2010.09.27,2010.0,9.0,27.0,USA,Board_Activity,Great_White,Unprovoked,I,M,N
2010.09.24,2010.0,9.0,24.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.09.21,2010.0,9.0,21.0,ZAF,Swimming_Activity,Great_White,Unprovoked,I,M,Y
2010.09.13,2010.0,9.0,13.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2010.09.07,2010.0,9.0,7.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
2010.09.06.R,2010.0,9.0,6.0,OTH,Observing_Activity,Unknown,Unprovoked,I,M,N
2010.09.04,2010.0,9.0,4.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.09.03.b,2010.0,9.0,3.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.09.03.a,2010.0,9.0,3.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.09.02,2010.0,9.0,2.0,SLB,Unknown_Activity,Unknown,Unprovoked,I,M,N
2010.08.18,2010.0,8.0,18.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.08.17,2010.0,8.0,17.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,Y
2010.08.14,2010.0,8.0,14.0,USA,Paddle_Boat_Activity,Great_White,Boating,I,M,N
2010.08.10.b,2010.0,8.0,10.0,AUS,Fishing_Activity,Unknown,Provoked,I,F,N
2010.08.10,2010.0,8.0,10.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,F,N
2010.08.08,2010.0,8.0,8.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2010.08.07.b,2010.0,8.0,7.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.08.07.a,2010.0,8.0,7.0,OTH,Board_Activity,Unknown,Unprovoked,I,M,N
2010.08.02.b,2010.0,8.0,2.0,USA,Paddle_Boat_Activity,Great_White,Boating,I,M,N
2010.08.02.a,2010.0,8.0,2.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
2010.07.25,2010.0,7.0,25.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
2010.07.23,2010.0,7.0,23.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.07.19,2010.0,7.0,19.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
2010.07.17.b,2010.0,7.0,17.0,USA,Swimming_Activity,Sand_Tiger,Unprovoked,I,F,N
2010.07.17.a,2010.0,7.0,17.0,USA,Board_Activity,Spinner,Unprovoked,I,M,N
2010.07.16.b,2010.0,7.0,16.0,ESP,Swimming_Activity,Unspecified_Angel,Provoked,I,M,N
2010.07.16.a,2010.0,7.0,16.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
2010.07.11,2010.0,7.0,11.0,USA,Fishing_Activity,Nurse,Provoked,I,M,N
2010.07.04,2010.0,7.0,4.0,ZAF,Snorkeling_Activity,Unknown,Unprovoked,I,F,N
2010.07.03,2010.0,7.0,3.0,USA,Fishing_Activity,Great_Blue,Provoked,I,M,N
2010.07.02.b,2010.0,7.0,2.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.07.02.a,2010.0,7.0,2.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.06.27,2010.0,6.0,27.0,USA,Board_Activity,Bull,Unprovoked,I,M,N
2010.06.25.b,2010.0,6.0,25.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
2010.06.25.a,2010.0,6.0,25.0,USA,Swimming_Activity,Unknown,Unprovoked,I,F,N
2010.06.15,2010.0,6.0,15.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,N
2010.06.10,2010.0,6.0,10.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
2010.06.06,2010.0,6.0,6.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2010.05.30,2010.0,5.0,30.0,USA,Fishing_Activity,Lemon,Provoked,I,M,N
2010.05.18.c,2010.0,5.0,18.0,OTH,Human_Rescue_Activity,Unknown,Unprovoked,I,F,N
2010.05.18.b,2010.0,5.0,18.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,F,N
2010.05.18.a,2010.0,5.0,18.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2010.05.03,2010.0,5.0,3.0,OTH,Scuba_Diving_Activity,Unknown,Unprovoked,I,M,N
2010.05.01,2010.0,5.0,1.0,USA,Wading_Activity,Unknown,Unprovoked,I,F,N
2010.04.28,2010.0,4.0,28.0,USA,Shark_Handling_Activity,Lemon,Provoked,I,M,N
2010.04.19,2010.0,4.0,19.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2010.04.13,2010.0,4.0,13.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
2010.04.04,2010.0,4.0,4.0,EGY,Swimming_Activity,Oceanic_Whitetip,Unprovoked,I,M,N
2010.03.27,2010.0,3.0,27.0,REU,Board_Activity,Unknown,Unprovoked,I,M,N
2010.02.19,2010.0,2.0,19.0,NZL,Swimming_Activity,Unknown,Unprovoked,I,M,N
2010.02.16,2010.0,2.0,16.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
2010.02.15,2010.0,2.0,15.0,OTH,Scuba_Diving_Activity,Unknown,Unprovoked,I,M,Y
2010.02.13,2010.0,2.0,13.0,AUS,Snorkeling_Activity,Unknown,Unprovoked,I,F,N
2010.02.11,2010.0,2.0,11.0,AUS,Board_Activity,Unspecified_Wobbegong,Unprovoked,I,M,N
2010.02.06.R,2010.0,2.0,6.0,NZL,Spearfishing_Activity,Unknown,Provoked,I,M,N
2010.02.06.b,2010.0,2.0,6.0,AUS,Board_Activity,Great_White,Unprovoked,I,M,N
2010.02.06.a,2010.0,2.0,6.0,USA,Wading_Activity,Spinner,Provoked,I,M,N
2010.02.03,2010.0,2.0,3.0,USA,Board_Activity,Unknown,Unprovoked,I,M,Y
2010.02.01,2010.0,2.0,1.0,NZL,Board_Activity,Unknown,Provoked,I,F,N
2010.01.30,2010.0,1.0,30.0,OTH,Board_Activity,Unspecified_Hammerhead,Unprovoked,I,M,N
2010.01.27,2010.0,1.0,27.0,AUS,Board_Activity,Unknown,Unprovoked,I,F,N
2010.01.22.b,2010.0,1.0,22.0,OTH,Board_Activity,Unknown,Unprovoked,I,M,N
2010.01.22.a,2010.0,1.0,22.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2010.01.12,2010.0,1.0,12.0,ZAF,Wading_Activity,Great_White,Unprovoked,I,M,Y
2010.01.09.d,2010.0,1.0,9.0,AUS,Snorkeling_Activity,Whitetip_Reef,Unprovoked,I,F,N
2010.01.09.c,2010.0,1.0,9.0,OTH,Unknown_Activity,Unknown,Unprovoked,I,F,N
2010.01.09.b,2010.0,1.0,9.0,OTH,Unknown_Activity,Unknown,Unprovoked,I,M,N
2010.01.09.a,2010.0,1.0,9.0,OTH,Wading_Activity,Unknown,Unprovoked,I,F,N
2010.01.06,2010.0,1.0,6.0,USA,Spearfishing_Activity,Unknown,Unprovoked,I,M,N
2010.01.05,2010.0,1.0,5.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,N
2009.12.29,2009.0,12.0,29.0,ZAF,Wading_Activity,Unknown,Unprovoked,I,M,N
2009.12.26,2009.0,12.0,26.0,AUS,Swimming_Activity,Unknown,Provoked,I,M,N
2009.12.22,2009.0,12.0,22.0,MOZ,Swimming_Activity,Bull,Unprovoked,I,M,N
2009.12.20.b,2009.0,12.0,20.0,AUS,Paddle_Boat_Activity,Unknown,Boating,M,S,N
2009.12.20.a,2009.0,12.0,20.0,AUS,Spearfishing_Activity,Bull,Unprovoked,I,M,N
2009.12.18,2009.0,12.0,18.0,ZAF,Board_Activity,Unknown,Unprovoked,I,M,Y
2009.12.16,2009.0,12.0,16.0,NZL,Paddle_Boat_Activity,Great_White,Unprovoked,I,M,Y
2009.12.13,2009.0,12.0,13.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2009.12.12,2009.0,12.0,12.0,AUS,Paddle_Boat_Activity,Great_White,Boating,M,S,N
2009.12.06,2009.0,12.0,6.0,USA,Free_Diving_Activity,Sand_Tiger,Provoked,I,M,N
2009.11.24,2009.0,11.0,24.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
2009.11.16.b,2009.0,11.0,16.0,USA,Fishing_Activity,Unspecified_Thresher,Unprovoked,I,M,N
2009.11.16.a,2009.0,11.0,16.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2009.11.13,2009.0,11.0,13.0,USA,Board_Activity,Unknown,Unprovoked,I,F,N
2009.11.11,2009.0,11.0,11.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2009.11.08,2009.0,11.0,8.0,AUS,Paddle_Boat_Activity,Unknown,Unprovoked,I,M,N
2009.11.05,2009.0,11.0,5.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2009.10.30,2009.0,10.0,30.0,AUS,Paddle_Boat_Activity,Great_White,Boating,I,M,N
2009.10.29.R,2009.0,10.0,29.0,MOZ,Spearfishing_Activity,Bull,Unprovoked,I,M,N
2009.10.28,2009.0,10.0,28.0,AUS,Board_Activity,Unknown,Unprovoked,I,F,N
2009.10.24,2009.0,10.0,24.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2009.10.19,2009.0,10.0,19.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2009.10.18,2009.0,10.0,18.0,PAN,Wading_Activity,Unknown,Unprovoked,I,F,N
2009.10.17,2009.0,10.0,17.0,OTH,Free_Diving_Activity,Unspecified_Angel,Provoked,I,M,N
2009.10.14.R,2009.0,10.0,14.0,AUS,Free_Diving_Activity,Bull,Unprovoked,I,M,N
2009.10.09,2009.0,10.0,9.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2009.10.02,2009.0,10.0,2.0,OTH,Fishing_Activity,Unspecified_Spurdog,Provoked,I,M,N
2009.09.26,2009.0,9.0,26.0,USA,Swimming_Activity,Bull,Unprovoked,I,M,N
2009.09.18,2009.0,9.0,18.0,OTH,Unknown_Activity,Unknown,Unprovoked,I,F,N
2009.09.15,2009.0,9.0,15.0,OTH,Fishing_Activity,Unknown,Provoked,I,M,N
2009.09.13,2009.0,9.0,13.0,OTH,Unknown_Activity,Unknown,Provoked,I,M,Y
2009.09.07,2009.0,9.0,7.0,OTH,Human_Rescue_Activity,Unknown,Unprovoked,I,M,Y
2009.09.01,2009.0,9.0,1.0,SLB,Fishing_Activity,Unknown,Provoked,I,M,N
2009.08.30,2009.0,8.0,30.0,USA,Board_Activity,Unknown,Unprovoked,I,M,N
2009.08.29,2009.0,8.0,29.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,Y
2009.08.25,2009.0,8.0,25.0,USA,Swimming_Activity,Great_White,Unprovoked,I,F,N
2009.08.11,2009.0,8.0,11.0,ZAF,Board_Activity,Great_White,Unprovoked,I,M,N
2009.08.10,2009.0,8.0,10.0,USA,Swimming_Activity,Unknown,Unprovoked,I,U,N
2009.08.06,2009.0,8.0,6.0,USA,Board_Activity,Tiger,Unprovoked,I,M,N
2009.08.01,2009.0,8.0,1.0,USA,Wading_Activity,Bull,Unprovoked,I,M,N
2009.07.31,2009.0,7.0,31.0,BHS,Spearfishing_Activity,Bull,Unprovoked,I,M,N
2009.07.30,2009.0,7.0,30.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
2009.07.29,2009.0,7.0,29.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,F,N
2009.07.24.R,2009.0,7.0,24.0,OTH,Wading_Activity,Unknown,Unprovoked,I,M,Y
